artplt001	Yes?  Would you like a free pirate caricature?
artplt002	Yes.  To help promote the zany, swashbuckling atmosphere of Planet Threepwood,
artplt003	Ozzie Mandrill Enterprises has hired me, Kristopher Kilometer, to render free 'pirate-themed' caricatures of our guests.
artplt004	Would you like one?
artplt005	Wonderful.  Just a moment.
artplt006	Hmmm...
artplt007	You know what I like about pirates?
artplt008	They're so active and healthy.  Ya know, all that swordfighting and sailing.  Really outdoorsy stuff.
artplt009	What's your favorite pirate activity?
artplt010	Suit yourself.
artplt011	Swordfighting, got it.
artplt012	Gunplay, got it.
artplt013	Hmph, I've heard that.
artplt014	Whatever you say.  Let me know if you change your mind.
artplt015	You know what else I like about pirates?
artplt016	Their wacky, madcap accessories!
artplt017	Pegs, patches, parrots, hooks...they're just so darned whimsical!
artplt018	So, what's your favorite pirate accessory?
artplt019	Peg legs...m'hmmmm.
artplt020	Patches...this is great.
artplt021	I think parrots are cute, too.
artplt022	You know what I can't figure about pirates?
artplt023	What do they do in their spare time?
artplt024	They can't spend their entire lives fighting, sailing, and wenching, can they?
artplt025	Of course not!
artplt026	So, what do you think pirates do in their off hours?
artplt027	Books...yes.
artplt028	Eww.
artplt029	I have no idea what it is, but I'll try to draw it.
artplt030	Oooh, good one.  Hold it...
artplt031	And I was almost done, too.  Huh, well, let me know if you change your mind.
artplt032	Hmmm...yes...
artplt033	Done!
artplt034	Here you are, sir.
artplt035	Thank you for your patronage, and enjoy your visit to the Happiest Island on Earth.
artplt036	You already got a caricature.  Don't be greedy.
artplt037	Oh, all right.
babm001	Hmm.  Yes.  Hmm.  Well, everything seems to be in order, Mister Marley-
babm003a	As you wish, sir.
babm003b	If you'll just follow me into the vault,
babm003c	we can open up your grandfather-in-law's safe deposit chest.
babm004	Ummph. Ahhh. Well, here it is, sir: the safe deposit chest of H.T. Marley, just as he left it over 20 years ago.
babm004a	Ummph. Ahhh. Well, here it is, sir:
babm004b	the safe deposit chest of H.T. Marley,
babm004c	just as he left it over 20 years ago.
babm006	That Governor Marley was an eccentric old salt, wasn't he? Huh. Ha. We were all crushed when he disappeared off the face of the Earth like he did.  Anyway, well I've got some loans to turn down.  You just let me know when you're done here, and I'll come running.
babm006a	That Governor Marley was an eccentric old salt, wasn't he? Huh. Ha.
babm006b	We were all crushed when he disappeared off the face of the Earth like he did.
babm006c	Anyway, well I've got some loans to turn down.
